# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
10	textures\spritemario.png	68	145	190
20	textures\misc.png	176	224	248
21	textures\miscs.png	224	163	216
22	textures\item.png	166	185	255
30	textures\tilemap1-1.png	255	255	255
40	textures\enemies.png	255	255	255


# name_file	tex_id	width	height
[MAP]
map1-1.txt	30	2816	432

# id	left	top	right	bottom	texture_id	xD	yD
[SPRITES]
# BIG MARIO 
# idle right
10001	246	154	260	181	0
# walk
10002	275	154	290	181	0		
10003	304	154	321	181	0
# idle left
10011	186	154	200	181	0
#walk
10012	155	154	170	181	0
10013	125	154	140	181	0
# die 
10099	215	120	231	135	0
# SMALL MARIO
# idle small right
10021	247	0	259	15	0
# walk
10022	275	0	291	15	0
10023	306	0	320	15	0
# idle small left
10031	187	0	198	15	0
# walk
10032	155	0	170	15	0
10033	125	0	139	15	0

#QUESTION BRICK
#40001	300	117	316	133	20
#40002	318	117	334	133	20
#40003	336	117	352	133	20
#40004	355	117	370	133	20

#SMALL Mario
20001	524	16	540	32	10
20002	542	16	558	32	10
20003	560	16	576	32	10
20004	578	16	594	32	10
20005	596	16	612	32	10
20006	614	16	630	32	10
20007	632	16	648	32	10
20008	650	16	666	32	10
20009	668	16	684	32	10
20010	686	16	702	32	10
20011	704	16	720	32	10
20012	722	16	738	32	10
20013	740	16	756	32	10
20014	758	16	774	32	10
20015	776	16	792	32	10
20016	794	16	810	32	10
20017	812	16	828	32	10
20018	830	16	846	32	10
20019	505	16	521	32	10
20020	487	16	503	32	10
20021	469	16	485	32	10
20022	451	16	467	32	10
20023	433	16	449	32	10
20024	415	16	431	32	10
20025	397	16	413	32	10
20026	379	16	395	32	10
20027	361	16	377	32	10
20028	343	16	359	32	10
20029	325	16	341	32	10
20030	307	16	323	32	10
20031	289	16	305	32	10
20032	271	16	287	32	10
20033	253	16	269	32	10
20034	235	16	251	32	10
20035	217	16	233	32	10

#BIG Super Mario Left					
20036	524	93	539	120	10
20037	542	93	559	120	10
20038	560	93	577	119	10
20039	578	93	593	120	10
20040	596	93	613	119	10
20041	614	93	634	120	10
20042	640	93	660	120	10
20043	666	93	686	119	10
20044	692	93	712	120	10
20045	718	92	735	120	10
20046	736	93	753	120	10
20047	754	93	771	120	10
20048	772	93	787	120	10
20049	790	93	806	120	10
20050	808	93	825	119	10
20051	829	93	851	120	10
20052	852	93	868	119	10
20053	870	93	890	120	10
20054	896	93	916	120	10
20055	922	93	942	120	10
20056	949	93	968	120	10
20057	974	92	991	117	10
20058	526	128	547	149	10
20059	552	129	573	148	10
20060	577	128	600	148	10
20061	605	128	625	148	10
20062	630	127	651	148	10
20063	656	128	677	147	10
20064	681	128	704	149	10
20065	708	128	728	148	10
20066	732	132	747	155	10
20067	948	122	973	147	10
20068	974	128	991	154	10
#BIG Super Mario Right					
20069	507	93	522	120	10
20070	487	93	504	120	10
20071	469	93	486	119	10
20072	453	93	468	120	10
20073	433	93	450	119	10
20074	412	93	432	120	10
20075	386	93	406	120	10
