# id	file_path	transparent_color_r	g	b
[TEXTURES]
10	textures\spritemario.png	68	145	190
21	textures\miscs.png	224	163	216
22	textures\item.png	166	185	255
30	textures\enemies-1.png	68	145	190
40	textures\enemies.png	0	255	255
80	textures\titlescreen.png	0	0	0
90	textures\titlescreen.png	255	255	255

# id	left	top	right	bottom	texture_id	xD	yD
[SPRITES]
#	-----------------------------------------------------------
# === SMALL MARIO
20001	524	16	540	32	10
20002	542	16	558	32	10
20003	560	16	576	32	10
20004	578	16	594	32	10
20005	596	16	612	32	10
20006	614	16	630	32	10
20007	632	16	648	32	10
20008	650	16	666	32	10
20009	668	16	684	32	10
20010	686	16	702	32	10
20011	704	16	720	32	10
20012	722	16	738	32	10
20013	740	16	756	32	10
20014	758	16	774	32	10
20015	776	16	792	32	10
20016	794	16	810	32	10
20017	812	16	828	32	10
20018	830	16	846	32	10
20019	505	16	521	32	10
20020	487	16	503	32	10
20021	469	16	485	32	10
20022	451	16	467	32	10
20023	433	16	449	32	10
20024	415	16	431	32	10
20025	397	16	413	32	10
20026	379	16	395	32	10
20027	361	16	377	32	10
20028	343	16	359	32	10
20029	325	16	341	32	10
20030	307	16	323	32	10
20031	289	16	305	32	10
20032	271	16	287	32	10
20033	253	16	269	32	10
20034	235	16	251	32	10
20035	217	16	233	32	10

# === BIG MARIO
# Left					
20036	524	93	539	120	10
20037	542	93	559	120	10
20038	560	93	577	119	10
20039	578	93	593	120	10
20040	596	93	613	119	10
20041	614	93	634	120	10
20042	640	93	660	120	10
20043	666	93	686	119	10
20044	692	93	712	120	10
20045	718	92	735	120	10
20046	736	93	753	120	10
20047	754	93	771	120	10
20048	772	93	787	120	10
20049	790	93	806	120	10
20050	808	93	825	119	10
20051	829	93	851	120	10
20052	852	93	868	119	10
20053	870	93	890	120	10
20054	896	93	916	120	10
20055	922	93	942	120	10
20056	949	93	968	120	10
20057	974	92	991	117	10
20058	526	128	547	149	10
20059	552	129	573	148	10
20060	577	128	600	148	10
20061	605	128	625	148	10
20062	630	127	651	148	10
20063	656	128	677	147	10
20064	681	128	704	149	10
20065	708	128	728	148	10
20066	732	132	747	155	10
20067	948	122	973	147	10
20068	974	128	991	154	10
# Right
20069	507	93	522	120	10
20070	487	93	504	120	10
20071	469	93	486	119	10
20072	453	93	468	120	10
20073	433	93	450	119	10
20074	412	93	432	120	10
20075	386	93	406	120	10
20076	360	93	380	119	10
20077	334	93	354	120	10
20078	311	92	328	120	10
20079	293	93	310	120	10
20080	275	93	292	120	10
20081	259	93	274	120	10
20082	240	93	256	120	10
20083	221	93	238	119	10
20084	195	93	217	120	10
20085	177	93	194	119	10
20086	156	93	176	120	10
20087	130	93	150	120	10
20088	104	93	124	120	10
20089	78	93	97	120	10
20090	55	92	72	117	10
20091	499	128	520	149	10
20092	473	129	494	148	10
20093	446	128	469	148	10
